Timestamp,Location (Lat:Long),Temperature (°C),Heat Intensity,Humidity (%),Emissivity,Wind Direction (degrees),Wind Speed (m/s)
17-09-2023 16:49,-46.8873:-0.8905,33.38,257.15,48.81,0.91,199,8.89
17-09-2023 16:49,17.7139:-143.1846,12.65,295.67,43.72,0.97,70,8.3
17-09-2023 16:49,21.6395:-163.3857,22.37,146.19,79.53,0.86,190,9.18
17-09-2023 16:49,-32.8479:-62.2793,9.94,102.34,26.08,0.83,33,3.82
17-09-2023 16:49,-71.3566:-174.3188,16.58,179.33,64.74,0.95,124,8.93
17-09-2023 16:49,-30.2168:85.5868,7.93,101.61,36.82,0.92,131,2.15
17-09-2023 16:49,3.852:17.2249,39.53,298.02,61.24,0.81,145,9.46
17-09-2023 16:49,81.567:80.5857,25.38,239.97,73.65,0.85,117,3.49
17-09-2023 16:49,-67.3148:-135.3536,26.88,159.11,49.44,0.99,130,5.71
17-09-2023 16:49,-61.8901:-136.5386,22.52,194.98,37.91,0.95,61,3.5
17-09-2023 16:49,51.7078:169.7192,9.48,275.98,50.24,0.82,47,2.08
17-09-2023 16:49,-48.2926:158.5372,15.2,288.76,31.16,0.9,298,7.58
17-09-2023 16:49,-65.0614:-24.5556,36.24,148.21,25.02,0.94,296,1.58
17-09-2023 16:49,33.3886:-146.678,39.98,131.27,61.75,0.92,65,3.32
17-09-2023 16:49,30.5034:20.4504,31.99,174.04,50.14,0.99,54,7.14
17-09-2023 16:49,-62.151:-87.1677,8.59,259.52,24.01,0.94,63,4.14
17-09-2023 16:49,-64.1627:38.7804,11.45,147.26,70.22,0.81,94,5.96
17-09-2023 16:49,67.595:-81.4245,10.88,225.51,72.24,0.9,69,7.2
17-09-2023 16:49,-51.1352:-119.1256,31.26,290.23,28.9,0.92,63,0.95
17-09-2023 16:49,-56.0442:-163.3143,29.52,194.79,20.99,0.9,144,1.48
17-09-2023 16:49,-65.8119:-161.9629,17.38,287.43,60.04,0.81,234,9.19
17-09-2023 16:49,-63.6647:-144.5398,36.06,212.47,62.19,0.99,188,8.45
17-09-2023 16:49,47.998:-69.5722,27.11,271.97,59.41,0.86,164,2.31
17-09-2023 16:49,66.8111:119.726,20.03,144.98,31.85,0.8,264,7.83
17-09-2023 16:49,-15.1462:-145.0473,1.93,168.32,68.99,0.82,139,7.55
17-09-2023 16:49,84.4989:161.423,11.63,222.93,48.25,0.99,6,6.23
17-09-2023 16:49,-58.5455:-92.7081,21.22,217.48,76.72,0.98,104,7.48
17-09-2023 16:49,-0.2507:56.8799,9.89,287.94,73.42,0.94,29,1.03
17-09-2023 16:49,-28.3647:58.4164,2.71,202.15,47.78,0.85,182,3.61
17-09-2023 16:49,1.5522:-92.1904,32.14,122.16,23.8,0.94,122,8.07
17-09-2023 16:49,-17.7968:123.3849,8.15,158.69,64.83,0.91,82,8.22
17-09-2023 16:49,-45.5028:-150.1493,4.85,284.91,64.68,0.92,129,2.24
17-09-2023 16:49,-82.8407:-25.1948,36.12,285.69,69.76,0.95,356,3.72
17-09-2023 16:49,-70.1134:146.3536,2.69,291.46,26.71,0.85,69,7.19
17-09-2023 16:49,-27.2456:-163.8827,22.21,235.85,55.59,0.9,283,4.88
17-09-2023 16:49,80.214:-31.5512,36.83,210.43,45.56,0.98,293,1.9
17-09-2023 16:49,-33.2739:-41.2322,39.45,200.93,46.54,0.82,30,0.47
17-09-2023 16:49,9.8159:0.5904,31.75,156.24,51.52,0.88,100,4.74
17-09-2023 16:49,36.9354:-135.5052,35.64,137.34,66.85,0.84,274,0.7
17-09-2023 16:49,-66.3485:117.935,26.88,219.46,66.49,0.98,230,1.29
17-09-2023 16:49,-6.3762:4.969,0.41,162.32,77.22,0.98,20,7.69
17-09-2023 16:49,-15.7051:-18.5352,14.16,124.45,75.11,0.9,80,7.08
17-09-2023 16:49,85.3702:-151.1927,16.26,240.59,21.94,0.86,301,7.56
17-09-2023 16:49,3.7376:144.1964,18.88,225.9,62.5,0.85,261,0.99
17-09-2023 16:49,-86.5469:51.955,33.2,132.18,35.94,0.91,296,7.38
17-09-2023 16:49,79.2303:137.2073,9.67,216.55,34.16,0.87,58,4.14
17-09-2023 16:49,-18.0966:38.5452,33.38,290.55,73.67,0.88,97,3.45
17-09-2023 16:49,-52.4794:-162.7832,6.26,179.62,67.08,0.82,83,3.92
17-09-2023 16:49,43.5089:156.6197,25.34,184.66,57.32,0.89,176,3.33
17-09-2023 16:49,-59.3281:-149.4336,5.77,188.43,59.52,0.91,119,3.61
17-09-2023 16:49,-50.3816:-69.2332,4.01,110.15,44.85,0.84,114,6.54
17-09-2023 16:49,-25.3262:-29.8568,27.61,156.92,72.65,0.93,0,5.63
17-09-2023 16:49,-38.2265:57.696,0.27,149.46,34.05,0.95,248,4.09
17-09-2023 16:49,21.1646:56.0377,9.89,266.03,30.48,0.9,86,9.62
17-09-2023 16:49,34.2902:110.4137,35.78,206.83,62.46,0.9,105,6.95
17-09-2023 16:49,-27.619:-171.7193,12.2,141.08,20.45,0.94,2,4.68
17-09-2023 16:49,26.0558:-134.0031,1.12,268.06,31.59,0.84,325,5.7
17-09-2023 16:49,87.2502:-1.4975,0.1,109.42,29.04,0.89,334,3.4
17-09-2023 16:49,-58.1735:46.6631,38.73,128.61,64.56,0.81,3,4.52
17-09-2023 16:49,-69.2145:103.8588,17.56,285.82,76.87,0.94,300,4.51
17-09-2023 16:49,39.198:106.2537,13.08,263.9,39.51,0.98,242,4.39
17-09-2023 16:49,-89.7351:8.8596,25.53,116.49,35.29,0.97,2,8.86
17-09-2023 16:49,-64.1748:118.8059,15.12,204.34,58.81,0.99,20,0.45
17-09-2023 16:49,-61.995:-71.6712,33.96,162.1,70.23,0.91,135,9.1
17-09-2023 16:49,-20.3632:-66.8607,4.05,275.75,35.98,0.93,126,6.59
17-09-2023 16:49,-49.9196:154.3508,8.21,105.26,46.5,0.81,206,8.27
17-09-2023 16:49,83.2412:90.1907,32.88,271.69,70.3,0.81,266,9.63
17-09-2023 16:49,-80.8655:57.1303,7.29,155.01,26.42,0.91,100,7.76
17-09-2023 16:49,78.4245:121.4391,19.46,101.46,69.93,0.97,24,5.74
17-09-2023 16:49,43.7958:93.5341,6.33,201.17,77.92,0.81,134,8.56
17-09-2023 16:49,69.6526:150.4748,18.25,251.7,20.87,0.86,228,6.79
17-09-2023 16:49,26.5807:-22.2246,8.26,226.02,22.62,0.84,31,2.51
17-09-2023 16:49,-74.2474:102.566,9.3,193.77,36.83,0.85,293,9.23
17-09-2023 16:49,-60.8895:53.48,36.63,101.96,42.78,0.99,268,5.04
17-09-2023 16:49,-14.7763:-129.9401,0.09,107.39,63.07,0.93,280,7.99
17-09-2023 16:49,71.0977:-47.5041,19.16,138.93,26.12,0.97,305,9.05
17-09-2023 16:49,-55.2612:122.662,10.37,148.57,62.07,0.84,6,4.23
17-09-2023 16:49,51.2424:-174.579,39.98,220.51,38.66,0.86,178,7.94
17-09-2023 16:49,-69.2694:-172.4638,24.63,173.07,26.11,0.86,129,1.88
17-09-2023 16:49,-27.8844:-22.7002,27.09,151.47,57.83,0.99,251,4.36
17-09-2023 16:49,84.108:176.4981,19.79,263.26,33.34,0.92,112,3.8
17-09-2023 16:49,1.7475:75.0795,21.06,238.04,68.73,0.83,36,1.15
17-09-2023 16:49,-75.2228:-123.7473,35.97,275.38,45.21,0.8,346,1.37
17-09-2023 16:49,-30.5776:29.4402,39.16,110.93,44.52,0.9,308,7.79
17-09-2023 16:49,-10.1517:163.8909,35.06,224.33,74.42,0.87,299,6.42
17-09-2023 16:49,7.3504:92.6762,39.27,218.28,67.93,0.94,214,0.93
17-09-2023 16:49,-64.2141:35.7967,38.57,283.4,34.46,0.84,119,8.2
17-09-2023 16:49,-62.5669:-40.7375,5.67,290.74,30.14,0.9,312,4
17-09-2023 16:49,-38.2147:-70.0177,7.62,283.72,46.01,0.8,321,8.29
17-09-2023 16:49,60.5308:5.9864,35.56,166.85,29.77,0.86,157,1.53
17-09-2023 16:49,57.669:-151.4623,33.84,107.29,65.39,0.92,261,9.57
17-09-2023 16:49,11.7195:-93.7584,38.05,117.56,33.61,0.88,234,6.97
17-09-2023 16:49,16.2789:-99.9747,18.3,215.25,77.43,0.96,133,2.36
17-09-2023 16:49,70.9722:1.6685,33.63,244.47,73.8,0.81,237,4.03
17-09-2023 16:49,0.9173:37.0222,21.8,138.93,65.21,0.89,285,5.75
17-09-2023 16:49,-6.2946:-38.5348,15.27,245.96,36.96,0.92,39,9.53
17-09-2023 16:49,-32.8742:-118.8558,14.07,221.22,64.43,0.84,254,2.22
17-09-2023 16:49,-63.2108:70.7093,22.46,283.43,49.33,0.89,41,2.27
17-09-2023 16:49,-77.4853:-24.6563,4.84,275.7,69.28,1,182,2.72
17-09-2023 16:49,63.205:177.442,24.74,153.66,59.1,0.88,331,2.06
17-09-2023 16:49,-64.3061:131.8579,34.37,238.15,47.91,0.89,268,4.52
17-09-2023 16:49,4.947:-14.9947,12.1,118.5,67.86,0.91,79,5.38
17-09-2023 16:49,63.7693:24.5352,18.77,271.31,20.24,0.82,39,2.86
17-09-2023 16:49,85.1525:-151.0106,39.89,223.68,34.36,1,177,1.94
17-09-2023 16:49,19.5394:-101.6256,36.05,276.37,22.66,0.92,44,1.42
17-09-2023 16:49,61.494:144.4555,6.1,152.02,46,0.89,300,6.04
17-09-2023 16:49,-37.1171:-173.3323,6.54,242.04,23.52,0.94,80,4.05
17-09-2023 16:49,-59.4508:12.4705,28.58,279.5,61.67,0.99,287,4.32
17-09-2023 16:49,-1.8465:-80.0235,6.67,158.23,78.71,0.89,189,9.75
17-09-2023 16:49,9.193:-15.1066,20.88,286.27,77.29,0.95,281,1.79
17-09-2023 16:49,55.7584:18.239,25.48,116.67,75.66,0.97,182,8.8
17-09-2023 16:49,82.3524:-166.92,19.6,193.44,66.52,0.95,238,2.92
17-09-2023 16:49,-81.8447:51.0219,33.51,211.75,20.42,0.88,235,0.82
17-09-2023 16:49,3.9576:156.994,36.81,290.94,77.17,0.99,261,3.8
17-09-2023 16:49,71.6768:48.677,24.23,268.15,33.75,0.87,297,5.42
17-09-2023 16:49,43.8256:-150.3874,22.25,225.9,22,0.96,344,0.38
17-09-2023 16:49,1.6051:-31.9723,34.43,224,39.31,0.83,86,3.19
17-09-2023 16:49,-37.9869:-109.066,16.21,210.84,22.26,0.89,66,9.77
17-09-2023 16:49,-60.4356:143.1273,10.89,119.65,66.32,0.86,92,9.8
17-09-2023 16:49,51.6017:-118.2447,26.44,273.9,66.02,0.97,335,6.42
17-09-2023 16:49,16.8081:-93.3202,22.05,281.11,55.6,0.88,351,0.87
17-09-2023 16:49,11.1978:-73.1162,33.94,159.15,48.52,0.81,123,2.01
17-09-2023 16:49,-8.6:100.6667,2.43,295.25,38.37,0.84,111,9.16
17-09-2023 16:49,15.5212:-93.4556,4.25,238.5,33.36,0.83,262,6.08
17-09-2023 16:49,83.3037:134.9281,9.5,242.03,54.8,0.9,302,4.3
17-09-2023 16:49,-37.5388:-163.1623,29.22,140.66,61.06,0.89,154,6.53
17-09-2023 16:49,-85.9243:125.6481,16.15,271.24,75.78,0.92,318,5.36
17-09-2023 16:49,-54.9348:121.7112,36,121.66,61.7,0.85,181,6.94
17-09-2023 16:49,-69.6069:-11.0352,7,212.93,21,0.88,327,5.63
17-09-2023 16:49,24.8762:130.0964,10.15,275.66,76.47,0.83,214,3.02
17-09-2023 16:49,11.6081:52.6305,21.81,244.24,64.38,0.91,325,8.17
17-09-2023 16:49,-45.4754:-175.0331,22.35,157.65,66.05,0.96,59,1.53
17-09-2023 16:49,-61.8655:-21.8957,29.33,140.07,28.04,0.85,213,9.24
17-09-2023 16:49,63.8244:-19.4908,20.75,263.67,23.92,0.83,299,1.08
17-09-2023 16:49,38.6327:78.3648,22.59,254.39,64,0.94,171,3.14
17-09-2023 16:49,-40.9567:-110.6466,1.84,206.04,36.81,0.95,253,2.38
17-09-2023 16:49,-77.9482:176.8864,31.66,261.34,25.83,0.98,70,3.14
17-09-2023 16:49,-20.9559:-39.676,10.24,210.32,41.39,0.92,17,8.25
17-09-2023 16:49,-68.7853:-118.7469,13.71,218.47,77.98,0.88,306,7.74
17-09-2023 16:49,-78.7353:-5.6037,32.36,230.67,66.41,0.91,222,5.91
17-09-2023 16:49,-32.0471:17.5561,2.45,152.29,22.23,0.99,64,1.39
17-09-2023 16:49,19.4281:-86.7798,20.8,246.78,32.89,0.84,343,8.94
17-09-2023 16:49,-9.0698:45.6988,34.83,178.06,59.26,0.92,225,1.66
17-09-2023 16:49,52.4524:160.4098,23.04,132.81,31.87,0.91,57,3.55
17-09-2023 16:49,-79.8321:106.083,2.95,157.69,25.26,0.97,192,5.21
17-09-2023 16:49,56.931:68.0723,31.03,258.81,32.69,0.99,284,1.95
17-09-2023 16:49,88.4376:77.6934,2.2,168.57,26.46,0.9,245,4.66
17-09-2023 16:49,-53.3384:94.9839,18.83,237.82,32.58,0.91,284,1.14
17-09-2023 16:49,10.2466:-15.3098,15.25,217.99,62.08,0.99,77,9.41
17-09-2023 16:49,-12.3359:100.9186,24.32,131.65,54.95,0.93,138,4.91
17-09-2023 16:49,52.6298:-152.0108,6.76,191.36,74.36,0.95,59,4.63
17-09-2023 16:49,-48.9239:-51.5545,29.78,119.02,24.83,0.87,356,4.37
17-09-2023 16:49,32.8729:78.9131,0.17,264.19,75.31,0.88,69,3.39
17-09-2023 16:49,-27.8574:102.3594,33.32,296.68,63.61,0.82,150,8.72
17-09-2023 16:49,-61.1334:-133.4313,26.86,195.95,43.18,0.99,11,0.54
17-09-2023 16:49,-13.9338:-142.6584,29.47,244.2,44.16,0.88,23,3.74
17-09-2023 16:49,20.7958:175.9948,17.21,130.16,39.47,0.82,250,6.19
17-09-2023 16:49,54.5671:-6.5116,31.24,214.57,41.56,0.99,96,9.55
17-09-2023 16:49,-41.3386:-153.8003,39.91,200.86,77.21,0.93,165,8.89
17-09-2023 16:49,42.5832:-78.0611,1.46,155.75,60.71,0.93,278,5.49
17-09-2023 16:49,27.7842:142.9709,32.47,230.4,22.36,0.91,232,8.01
17-09-2023 16:49,-33.0783:-129.5817,11.51,245.85,21.65,0.93,279,4.62
17-09-2023 16:49,-34.933:151.7865,18.62,135.73,61.46,1,222,8.42
17-09-2023 16:49,-40.5412:-95.942,17.95,201.95,24.32,0.99,68,8.35
17-09-2023 16:49,-70.8492:43.2195,34.34,182.3,37.92,0.96,244,9.7
17-09-2023 16:49,-12.8452:23.2566,18.04,132.42,68.33,0.86,243,9.72
17-09-2023 16:49,81.1615:59.9279,38.13,153.1,61.93,0.93,325,6.72
17-09-2023 16:49,5.1733:54.0005,39.17,217.59,64.7,0.84,268,7.83
17-09-2023 16:49,-87.8349:154.5498,1.92,253.87,43.46,0.96,257,5.78
17-09-2023 16:49,-13.2787:-168.3573,12.09,174.68,33.77,0.94,168,2.35
17-09-2023 16:49,89.1796:152.8642,31.8,280.12,30.68,0.9,225,1.96
17-09-2023 16:49,65.4298:18.7209,30.18,277.15,45.06,0.99,4,6.94
17-09-2023 16:49,3.1743:147.8942,24.65,168.89,44.52,0.81,73,5.03
17-09-2023 16:49,77.2072:-3.4604,17.96,298.64,42.03,0.98,210,6.69
17-09-2023 16:49,81.7364:84.874,25.99,162.68,75.76,0.88,234,3.63
17-09-2023 16:49,-15.0146:126.8081,32.62,119.76,41.97,0.91,12,9.65
17-09-2023 16:49,-30.7362:-179.0574,12.06,168.59,33.29,0.92,300,5.38
17-09-2023 16:49,-54.4804:-32.4516,39.06,290.51,21.86,0.84,111,6.58
17-09-2023 16:49,-4.7611:169.2858,6.03,191.08,42.57,0.99,224,1.65
17-09-2023 16:49,-82.2995:-61.6598,14.8,170.24,37.97,0.87,205,7.76
17-09-2023 16:49,56.9973:-143.142,6.21,155.85,58.75,0.94,264,2.31
17-09-2023 16:49,46.9934:-1.0254,14.76,278.16,79.71,0.94,21,7.36
17-09-2023 16:49,29.0882:52.7248,30.63,214.16,40.22,0.81,267,1.78
17-09-2023 16:49,16.1759:45.3455,34.56,241.05,37.41,0.91,195,3.65
17-09-2023 16:49,-56.9626:-44.8676,24.05,184.37,56.97,0.84,256,1.14
17-09-2023 16:49,67.8763:-176.2368,23.98,289.25,48.85,0.93,224,2.62
17-09-2023 16:49,-78.1256:108.8721,37.79,173.85,27.26,0.81,130,4.97
17-09-2023 16:49,-61.9907:-31.7732,21.92,220.07,47.81,0.89,215,4.84
17-09-2023 16:49,-41.5914:-119.1686,30.19,121.11,74.7,0.98,47,8.07
17-09-2023 16:49,54.8482:73.2769,4.27,124.12,61.09,0.88,340,0.54
17-09-2023 16:49,79.9729:-138.3509,0.95,276.69,34.99,0.87,255,6.69
17-09-2023 16:49,22.1057:143.1107,15.45,152.01,78.3,0.85,133,1.62
17-09-2023 16:49,33.5932:79.9137,23.45,184.43,35,0.83,14,4.87
17-09-2023 16:49,3.5719:-26.7172,16.07,223.79,48.18,0.95,195,5.53
17-09-2023 16:49,37.5555:70.134,34.68,237.63,33.98,0.88,343,4.26
17-09-2023 16:49,-32.5547:-167.178,13.18,218.68,37.06,0.99,286,0.94
17-09-2023 16:49,-0.4978:105.9383,25.9,284.76,42.96,0.93,40,0
17-09-2023 16:49,14.6444:-143.5257,16.1,130.01,46.06,0.8,334,0.69
17-09-2023 16:49,-4.4719:-35.3138,6.64,224.15,74.89,0.98,237,3.37
17-09-2023 16:49,-83.1284:-46.638,24.15,286.25,36.48,0.89,177,4.26
17-09-2023 16:49,-19.9925:106.0211,24.48,104.17,73.09,0.93,263,5.39
17-09-2023 16:49,66.897:147.2697,4.55,168.87,37.76,0.86,171,5.92
17-09-2023 16:49,40.9749:49.652,8.57,169.25,43.63,0.83,241,9.71
17-09-2023 16:49,-38.5561:-72.9492,18,289.13,61.42,0.89,323,7.41
17-09-2023 16:49,-0.3807:58.016,18.77,119.97,37.96,0.85,171,8.43
17-09-2023 16:49,58.3748:146.1732,3.9,244.77,59.5,0.89,0,9.34
17-09-2023 16:49,-44.2141:-58.6086,30.54,184.41,72.65,0.84,245,7.04
17-09-2023 16:49,-3.5148:72.4897,31.78,247.76,67.23,0.94,73,9.65
17-09-2023 16:49,68.4832:131.6945,3.96,221.58,41.67,0.94,149,4.32
17-09-2023 16:49,-79.0427:131.0306,35.65,202.53,25.48,0.81,220,2.33
17-09-2023 16:49,25.7909:-71.4315,26.5,238.96,25.23,0.97,246,6.61
17-09-2023 16:49,-75.659:-58.0972,15.34,123.42,62.33,0.84,158,5.96
17-09-2023 16:49,-65.1458:88.2635,13.04,235.32,20.47,0.86,119,3.85
17-09-2023 16:49,-26.5348:118.7844,35.11,227.39,52.09,0.8,302,3.85
17-09-2023 16:49,40.3327:-3.154,10.33,223.29,24.51,0.99,20,7.79
17-09-2023 16:49,-80.2752:161.8161,8.88,255.51,44.99,0.92,183,2.81
17-09-2023 16:49,29.022:-124.6709,14.33,144.23,61.72,0.98,78,7.13
17-09-2023 16:49,80.3805:158.2724,0.58,249.33,49.42,0.91,184,8.22
17-09-2023 16:49,-11.3544:-58.2771,18.9,289.71,72.03,0.96,282,4.43
17-09-2023 16:49,-76.8166:-67.4469,10.97,199.48,71.66,0.93,59,5.19
17-09-2023 16:49,26.4634:-166.9687,4.53,173.83,51.93,0.98,334,2.35
17-09-2023 16:49,5.5905:-3.6593,18.54,194.88,66.57,0.84,245,4.86
17-09-2023 16:49,-31.7792:102.5745,12.84,117.46,67.74,0.84,292,1.63
17-09-2023 16:49,36.3621:-30.5719,8.14,255.29,60.78,0.89,268,1.49
17-09-2023 16:49,-58.5955:92.2221,32.5,169.66,66.58,0.95,86,2.2
17-09-2023 16:49,11.9619:-48.2566,11.74,127.33,44.98,0.91,128,2.37
17-09-2023 16:49,5.3777:-8.7655,32.09,249.43,58.79,0.91,220,2.26
17-09-2023 16:49,69.7119:-0.1127,0.12,163.12,74.3,0.96,25,1.7
17-09-2023 16:49,-69.1928:-4.3054,1.41,163.19,61.22,0.99,284,0.88
17-09-2023 16:49,87.5276:-64.9803,20.77,112.81,74.86,0.87,93,0.62
17-09-2023 16:49,57.8355:-38.3992,20.91,252.79,42.26,0.96,335,0.17
17-09-2023 16:49,87.2219:70.3784,24.14,233.3,32.49,0.8,327,4.62
17-09-2023 16:49,-65.2787:29.027,29.36,238.87,69.02,0.85,353,2.3
17-09-2023 16:49,86.3232:132.96,34.6,299.31,77.21,0.99,113,2.25
17-09-2023 16:49,30.7585:140.7534,35.32,144.43,28.93,0.82,292,3.01
17-09-2023 16:49,73.746:20.2916,24.94,243.66,66.35,0.85,12,9.11
17-09-2023 16:49,-69.0023:-132.7421,12.08,228.09,59.21,0.99,180,0.28
17-09-2023 16:49,29.6771:-105.7601,3.44,275.31,48.63,0.99,3,7.31
17-09-2023 16:49,-20.3943:-95.0386,8.19,133.52,55.97,0.85,251,1.99
17-09-2023 16:49,-48.7467:-78.71,39.01,121.15,67.41,0.93,188,9.02
17-09-2023 16:49,-43.3675:101.1758,22.2,131.18,40.26,0.94,34,2.99
17-09-2023 16:49,21.136:-76.9894,28.9,295.02,77.33,0.87,189,9.22
17-09-2023 16:49,37.1127:170.3048,20.25,245.39,34.95,0.96,190,1.73
17-09-2023 16:49,77.7852:167.4815,0.84,119.5,65.16,0.99,107,8.05
17-09-2023 16:49,85.4751:-151.3866,26.44,250.81,39.03,0.85,185,9.28
17-09-2023 16:49,-9.0891:-127.2569,1.12,229.86,27.89,0.98,263,7.76
17-09-2023 16:49,-73.5433:-165.2712,37.67,115.21,77.13,0.81,130,2.74
17-09-2023 16:49,-50.8745:-117.7332,39.36,271.82,60.48,0.84,67,6.38
17-09-2023 16:49,62.4951:1.0017,29.35,266.52,30.18,0.92,261,1.51
17-09-2023 16:49,66.3902:15.7444,37.44,201.14,66.19,0.94,17,0.93
17-09-2023 16:49,12.2772:-148.7361,16.73,273.9,62.9,0.95,282,3.11
17-09-2023 16:49,-66.0396:47.3895,11.32,280.97,28.74,0.85,304,6.8
17-09-2023 16:49,10.8177:122.8074,35.68,104.28,30.48,0.88,78,2.27
17-09-2023 16:49,-53.564:-45.6215,2.49,125.58,55.24,0.96,334,6.76
17-09-2023 16:49,57.8648:33.2919,4.21,109.99,51.87,0.98,187,3.57
17-09-2023 16:49,-12.0431:106.2392,19.78,174.63,39.55,0.97,184,1.8
17-09-2023 16:49,70.5658:-5.731,39.12,140.62,70.16,0.85,74,6.69
17-09-2023 16:49,-9.4092:-179.8339,15.69,284.26,24.72,0.97,229,6.97
17-09-2023 16:49,63.3125:-128.6768,30.6,270.12,46.68,0.85,176,9.72
17-09-2023 16:49,33.3908:-89.3087,30.95,253.74,70.29,0.97,88,3.72
17-09-2023 16:49,42.9774:141.973,17.47,267.5,50.85,0.91,321,2.69
17-09-2023 16:49,40.8552:79.6143,31.55,117.88,63.28,0.94,243,5.51
17-09-2023 16:49,-8.852:155.248,33.85,112.25,56.04,0.91,59,9.98
17-09-2023 16:49,60.3748:-158.1236,15.49,136.74,29.49,0.96,143,0.43
17-09-2023 16:49,-60.7115:50.6861,27.36,255.19,20.69,0.83,150,0.88
17-09-2023 16:49,-14.5468:136.5102,9.47,164.82,62.59,0.96,320,9.33
17-09-2023 16:49,-27.0776:-96.5466,13.07,182.95,20.4,0.91,141,7.88
17-09-2023 16:49,18.6488:-106.5613,37.16,164.24,39.43,0.86,107,0.5
17-09-2023 16:49,6.1566:-48.924,27.23,268.94,45.24,0.97,289,8.72
17-09-2023 16:49,0.6747:-77.9685,4.74,111.2,26.26,0.85,264,9.08
17-09-2023 16:49,-15.1179:-55.8758,25.19,220.56,20.15,0.98,310,6.96
17-09-2023 16:49,-53.8037:175.5168,34.51,172.29,30.52,0.96,359,5.38
17-09-2023 16:49,-51.4714:167.074,16.86,139.44,58.16,0.9,137,4.19
17-09-2023 16:49,-16.2455:15.4285,9.26,156.95,73.98,0.86,16,2.45
17-09-2023 16:49,-62.7963:151.8147,36.63,247.99,57.96,0.94,155,5.54
17-09-2023 16:49,14.0268:75.5083,5.06,124.16,72.88,0.89,170,1.43
17-09-2023 16:49,-65.8529:-19.7249,11.97,114.94,54.93,0.94,337,2.01
17-09-2023 16:49,24.3531:138.2903,0.92,269.19,57.88,0.93,22,0.8
17-09-2023 16:49,75.2542:-134.5152,34.76,161.75,32.35,0.82,269,7.61
17-09-2023 16:49,-55.4105:167.2178,0.78,233.59,78.86,0.94,262,5.87
17-09-2023 16:49,-3.8461:-171.8198,28.23,250.1,32.92,0.98,188,3.33
17-09-2023 16:49,-45.19:-177.3825,23.66,242.19,61.87,0.83,53,1.39
17-09-2023 16:49,-84.6096:-144.7284,3.09,272.77,22.27,0.82,28,8.89
17-09-2023 16:49,-71.8697:-171.9874,14.86,268.3,72.3,0.89,72,6.81
17-09-2023 16:49,-4.7588:125.3663,11.12,223.43,39.97,0.98,280,4.4
17-09-2023 16:49,-63.7198:-24.7365,10.16,136.92,77.25,0.89,152,5.48
17-09-2023 16:49,-57.7488:-76.7247,35.74,235.16,52.87,0.87,100,5.14
17-09-2023 16:49,21.7499:178.7842,31.34,269.37,49.49,0.85,26,4.41
17-09-2023 16:49,56.486:125.1423,38.96,179.51,67.14,0.85,60,4.09
17-09-2023 16:49,56.6001:-48.0373,35.32,176.96,47.14,0.94,147,2.08
17-09-2023 16:49,54.6761:-106.195,36.54,205.32,57.92,0.94,346,0.98
17-09-2023 16:49,-82.0756:-141.5744,0.03,126.59,20.86,0.82,34,6.55
17-09-2023 16:49,-7.4565:-142.1374,36.14,267.59,26.32,0.91,266,7.47
17-09-2023 16:49,-87.03:177.3837,27.13,290.09,37.36,0.82,348,1.97
17-09-2023 16:49,81.8463:5.027,38.27,232.98,48.28,0.98,340,1.84
17-09-2023 16:49,34.9859:128.4389,35.63,118.64,37.79,0.81,295,9.61
17-09-2023 16:49,-62.6358:-109.3007,32.82,267.63,69.08,0.89,175,5.7
17-09-2023 16:49,41.0252:66.8226,22.33,289.18,39.87,0.83,177,2.61
17-09-2023 16:49,-50.3155:-170.6663,0.89,253.48,29.76,0.93,83,6.75
17-09-2023 16:49,87.8569:-142.262,29.12,212.75,60.49,0.99,30,1.89
17-09-2023 16:49,-17.8793:-164.2479,17.12,106.75,37.6,0.97,26,0.32
17-09-2023 16:49,64.0545:35.9622,37.99,248.05,40.63,0.91,76,3.77
17-09-2023 16:49,-55.2752:-69.993,9.88,262.98,76.59,0.96,283,3.73
17-09-2023 16:49,63.2171:-68.6372,32.68,187.28,53.74,0.86,59,3.46
17-09-2023 16:49,79.246:30.1755,30.76,115.92,33.66,0.9,173,2.08
17-09-2023 16:49,-54.5595:161.624,12.88,135.94,44.68,0.83,97,8.13
17-09-2023 16:49,68.75:-148.8529,19.78,100.88,78.97,0.8,127,8.66
17-09-2023 16:49,1.2053:-103.8923,29.58,131.59,68.52,0.99,143,2.66
17-09-2023 16:49,89.6867:-137.6529,7.39,215.32,45.51,0.99,27,2.71
17-09-2023 16:49,-9.6987:61.9144,30.29,255.61,23.03,0.84,336,2.85
17-09-2023 16:49,-49.4409:-58.0565,3.08,251.24,31.57,0.86,25,6.01
17-09-2023 16:49,-73.1402:71.157,2.27,154.79,39.22,0.82,91,6.32
17-09-2023 16:49,-51.9885:-67.7093,18.71,172.6,69.75,0.93,250,9.75
17-09-2023 16:49,19.9209:101.8125,38.72,267.09,27.37,0.93,187,3.36
17-09-2023 16:49,7.5603:-178.4355,10.34,206.71,54.51,0.81,13,4.46
17-09-2023 16:49,33.7989:-42.422,34.5,278.26,44.29,0.92,146,7.42
17-09-2023 16:49,-39.3587:-128.6075,37.23,185.96,20.8,0.83,315,3.17
17-09-2023 16:49,-1.1294:-73.1846,5.64,253.16,24.86,0.85,9,9.58
